student_id,is_synthetic,data_class,generating_model_fingerprint,Sector,Grade_Band,Economic_Strain,Parent_Education,Parent_Availability,Neuro_Type,Child_Labour_Household_Duties,Transport_Burden,Food_Health_Burden,Home_Educational_Support,WASH_Quality,Sensory_Environment,School_Accommodation,Bullying_Social_Exclusion,Teacher_Resource_Adequacy,Support_Mismatch,School_Distress,Access_Barrier,Previous_Attendance,Current_Academic_Performance,Current_Academic_Stress,Psychological_Attendance_Barrier,Current_Attendance,School_Engagement,Next_Term_Dropout_Risk
SYNTH-000093,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Moderate,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000094,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000095,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Moderate,Low,Available,Typical,High,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000096,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,High,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000097,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,OLevel_ALevel,Moderate,Secondary,Limited_or_Away,Typical,High,High,Low,Limited,Adequate,Supportive,Adequate,Low,Adequate,High,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000098,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,High,Regular,High,Low
SYNTH-000099,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,High,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Limited,High,High,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-000100,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,Typical,High,Low,High,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-000101,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,High,Adequate,Inadequate,Overloading,Adequate,Low,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-000102,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000103,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,High,Limited,Low,Low,Low,Regular,Low,Low,Low,Regular,Low,Low
SYNTH-000104,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,High,Low,Limited,Adequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Irregular,Low,Low,Low,Regular,Low,Low
SYNTH-000105,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000106,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Low,High,Low,Regular,High,Low
SYNTH-000107,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Post_Secondary,Limited_or_Away,ADHD,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,High,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000108,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-000109,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Low,Low,Low,Regular,High,Medium
SYNTH-000110,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000111,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-000112,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,High,Irregular,High,Medium
SYNTH-000113,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Secondary,Limited_or_Away,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000114,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Low,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,High
SYNTH-000115,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Inadequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,Low,Low
SYNTH-000116,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-000117,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Adequate,High,Low,High,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-000118,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,High,Secondary,Limited_or_Away,Typical,High,Low,Low,Limited,Adequate,Overloading,Adequate,Low,Limited,High,Low,Low,Regular,Low,High,Low,Regular,High,Low
SYNTH-000119,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,High,Low,Limited,Adequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,High,High,Regular,Low,Medium
SYNTH-000120,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,High,Secondary,Available,Typical,Low,High,Low,Limited,Inadequate,Overloading,Inadequate,Low,Adequate,Low,Low,High,Irregular,Low,High,Low,Irregular,Low,High
SYNTH-000121,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,High,Limited,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,High,Low
SYNTH-000122,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,High,Secondary,Limited_or_Away,Typical,Low,High,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,High,Low,Regular,Low,Low,Low,Regular,High,Low
SYNTH-000123,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Low,Available,Typical,High,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,High,Regular,Low,High,Low,Regular,High,Low
SYNTH-000124,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Limited_or_Away,Typical,Low,High,Low,Limited,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Irregular,Low,Low,Low,Regular,Low,Low
SYNTH-000125,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,High,Low,Available,Typical,Low,High,High,Limited,Inadequate,Supportive,Adequate,High,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,Low,Medium
SYNTH-000126,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,OLevel_ALevel,Moderate,Low,Available,Typical,High,Low,Low,Limited,Adequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Irregular,Adequate,Low,Low,Regular,High,Low
SYNTH-000127,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Limited,High,High,Low,Regular,Adequate,High,High,Regular,High,Low
SYNTH-000128,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000129,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,High,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000130,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Low,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,High,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000131,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,High,Secondary,Available,Typical,High,High,High,Limited,Inadequate,Overloading,Inadequate,High,Adequate,Low,Low,High,Regular,Adequate,High,Low,Regular,High,High
SYNTH-000132,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000133,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Post_Secondary,Available,Typical,Low,High,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,Low,High,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000134,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Limited_or_Away,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,High,Limited,Low,High,Low,Regular,Adequate,High,High,Regular,High,Low
SYNTH-000135,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-000136,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-000137,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Irregular,Low,Low,High,Regular,High,Low
SYNTH-000138,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,High,Limited,Low,Low,Low,Regular,Low,Low,Low,Irregular,Low,High
SYNTH-000139,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,High,Low,Low,Regular,Low,Low,Low,Regular,Low,Medium
SYNTH-000140,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Limited_or_Away,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000141,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,Low,High,High,Adequate,Inadequate,Supportive,Inadequate,High,Adequate,Low,Low,Low,Regular,Low,High,Low,Regular,High,Low
SYNTH-000142,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Secondary,Available,Typical,Low,High,High,Limited,Adequate,Supportive,Inadequate,High,Adequate,Low,High,Low,Regular,Low,High,High,Regular,Low,Medium
SYNTH-000143,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,ADHD,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,High,Adequate,High,High,Low,Regular,Low,High,High,Irregular,Low,Low
SYNTH-000144,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,High,Limited,Low,Low,Low,Regular,Adequate,High,Low,Regular,Low,Low
SYNTH-000145,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Low,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Adequate,High,Adequate,High,High,Low,Regular,Adequate,Low,High,Irregular,High,Low
SYNTH-000146,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,OLevel_ALevel,Moderate,Post_Secondary,Limited_or_Away,Typical,Low,Low,High,Adequate,Inadequate,Overloading,Adequate,Low,Limited,High,High,Low,Regular,Adequate,Low,High,Regular,High,High
SYNTH-000147,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,High,Low,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000148,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,High,Limited,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000149,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Secondary,Available,Typical,Low,High,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Adequate,Low,Low,High,Regular,Adequate,High,Low,Regular,High,Medium
SYNTH-000150,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,High,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000151,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Low,Secondary,Available,Typical,Low,High,Low,Limited,Inadequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,Low,Low
SYNTH-000152,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,High,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-000153,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-000154,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000155,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Limited_or_Away,Typical,High,High,Low,Adequate,Adequate,Overloading,Inadequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000156,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,High,Low,Regular,Adequate,High,High,Irregular,High,Low
SYNTH-000157,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,High,Adequate,Inadequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000158,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,High,Low,Limited,Adequate,Supportive,Inadequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,High,Regular,Low,Low
SYNTH-000159,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,High,Low,Available,Typical,Low,Low,High,Adequate,Inadequate,Overloading,Adequate,Low,Limited,Low,High,High,Regular,Adequate,Low,Low,Irregular,High,Low
SYNTH-000160,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,High,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,Low,High
SYNTH-000161,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Post_Secondary,Available,Typical,Low,Low,High,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000162,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Post_Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,High,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-000163,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Supportive,Inadequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-000164,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Post_Secondary,Available,Typical,High,High,Low,Adequate,Adequate,Overloading,Inadequate,High,Limited,Low,High,Low,Regular,Adequate,High,Low,Regular,High,High
SYNTH-000165,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,High,Adequate,Inadequate,Supportive,Adequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Irregular,High,High
SYNTH-000166,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Available,ADHD,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,High,Low,Low,Irregular,Low,High,Low,Regular,High,Medium
SYNTH-000167,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Limited_or_Away,Typical,Low,High,High,Adequate,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,High,Regular,High,Low
SYNTH-000168,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000169,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Low,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000170,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Low,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-000171,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Available,ASD,Low,High,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Limited,High,High,Low,Irregular,Low,High,High,Irregular,High,High
SYNTH-000172,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Limited_or_Away,ADHD,High,High,High,Limited,Adequate,Overloading,Adequate,Low,Limited,Low,High,High,Regular,Low,Low,Low,Regular,High,Low
SYNTH-000173,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Adequate,High,Adequate,Low,Low,Low,Regular,Low,High,High,Irregular,Low,High
SYNTH-000174,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,OLevel_ALevel,Low,Low,Available,Typical,Low,Low,High,Limited,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Low,Low,Low,Regular,High,Low
SYNTH-000175,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Post_Secondary,Limited_or_Away,Typical,Low,Low,High,Limited,Adequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-000176,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000177,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Low,Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,High,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-000178,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Low,Available,ADHD,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Limited,High,Low,Low,Regular,Low,High,Low,Regular,Low,Low
SYNTH-000179,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-000180,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,High,Low,High,Limited,Adequate,Supportive,Inadequate,High,Limited,Low,High,High,Regular,Adequate,Low,Low,Irregular,Low,High
SYNTH-000181,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,High,High,Low,Limited,Inadequate,Supportive,Inadequate,Low,Adequate,High,Low,High,Regular,Low,High,Low,Regular,Low,Low
SYNTH-000182,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Post_Secondary,Available,Typical,High,High,Low,Adequate,Adequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-000183,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,High,Adequate,Inadequate,Overloading,Inadequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-000184,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,High,Low,Available,Typical,Low,Low,High,Adequate,Inadequate,Overloading,Adequate,Low,Adequate,Low,Low,High,Irregular,Low,Low,Low,Regular,High,Low
SYNTH-000185,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Limited_or_Away,Typical,Low,Low,High,Limited,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
